index	hash	title	smName	artist	version	levels	displayBpm	abcSort	dAudioUrl	sampleStart	sampleLength	useSsc
325	1q6obddbql8lQdPI19liD6PdQ0dPIODd	Don't Stop!～AMD 2nd MIX～	Don't Stop!~AMD 2nd MIX~	Dr.VIBE feat. JP Miles	3	3,5,6,10,,4,5,8,	130	D	r2molxgaga9gx80/Don%27t%20Stop%21~AMD%202nd%20MIX~.mp3	75.7	15	
326	lPDqbq6OIb810i8bqIo1i1olol1OlP9l	Do The Evolution	Do The Evolution	TAG feat. ERi	14	1,4,7,10,,5,9,13,	148	D	r42v7f688xf0lkd/Do%20The%20Evolution.mp3	56.756	15	
327	lldPQPDP0qq8iqQ910l8b8PoQ6O668Q0	DOWNER & UPPER	DOWNER & UPPER	BEMANI Sound Team "DJ TOTTO"	16	3,6,9,13,10,6,10,13,10	140	D	zbo4di4nt49hw2j/DOWNER%20%26%20UPPER.mp3	58.286	15	
328	PD9lP16dllbPqbdIO0Ii0I8D1I90QIIl	Dragon Blade	Dragon Blade	Kozo Nakamura	8	5,9,10,11,,9,11,11,	240	D	cklmb3hra49z7o4/Dragon%20Blade.mp3	29.287	15	
329	89ooi0i98Qlq9PloIl1b190DIo8Do16l	Dreamin’	Dreamin'	TOMOSUKE feat. Adreana	14	2,4,6,9,12,5,6,9,12	128	D	8jio7jir0ajsgpz/Dreamin%27.mp3	39.375	15	
330	b08D1ODPP0IqlIl91dDDdD1d0lD8bP1d	dreaming can make a wish come true	dreaming can make a wish come true	jun & NRG Factory feat. Anna Kaelin	12	2,4,7,11,,4,8,11,	143	D	ebm4eaoccx27k5k/dreaming%20can%20make%20a%20wish%20come%20true.mp3	57.08	15	
331	8bqd0Oibbo8q81QdODqdl1OOi1l99O88	DREAMING-ING!!	DREAMING-ING!!	ときめきアイドル project	15	3,6,10,12,,6,10,12,	180	D	pd72cst1hd6p44q/DREAMING-ING%21%21.mp3	60.34	15	
332	d9qd6lI0ddbQ068dq1oD8o6QDIi6blDO	Dream Machine	Dream Machine	Darwin	10	3,6,8,11,,5,8,11,	140	D	s26uj2s6jg9q5i5/Dream%20Machine.mp3	30.86	15	
333	ii119ll8dOQ8IQqi1IOP1o8DIQbqo8Pi	dream of love	dream of love	Kaori Nishina	9	3,3,6,8,,5,7,8,	114	D	zqomqy05oz3m4r7/dream%20of%20love.mp3	54.74	15	
334	ObiIq6PDlOiPd0d1oP8IIQbqiq09IDII	DROP	DROP	dj TAKA feat.Kanako Hoshino	11	1,4,7,11,,4,7,13,	152	D	e89xpmjgurlhkua/DROP.mp3	52.1	15	
335	Q0OiPQQ8IbIDq08IO9Io0qDdoDPPdd1q	DROP OUT	DROP OUT	NW260	3	4,8,10,13,,6,9,13,	260	D	t4npsgvglly6i7c/DROP%20OUT.mp3	40.857	15	
336	d0P01d9q8oOd8OP1bQPoqlq96906PqPD	DROP OUT(FROM NONSTOP MEGAMIX)	DROP OUT(FROM NONSTOP MEGAMIX)	NW260	6	,,,,12,,,,13	130	D	zwxq6eap74qud7k/DROP%20OUT%28FROM%20NONSTOP%20MEGAMIX%29.mp3	22.187	15	
337	8O0D9P6l9P9ooQdODioDIdQPq6DiDlbl	DROP THE BOMB	DROP THE BOMB	Scotty D.	2	3,5,7,10,,6,8,10,	150	D	be8i7t7ykv2ga08/DROP%20THE%20BOMB.mp3	74.529	15	
338	I0b6lIP691dOOI8PqDDlbPid9iO8o0lO	DROP THE BOMB(SyS.F. Mix)	DROP THE BOMB(SyS.F. Mix)	Scotty D.	7	3,5,7,10,,4,5,10,	150	D	tg9xuizquq0ns23/DROP%20THE%20BOMB%28SyS.F.%20Mix%29.mp3	14.401	15	
339	08PiiDq6b1oQ8OIIbDql0bDbIID0b1iP	Drop The Bounce	Drop The Bounce	Hommarju	16	3,7,10,15,,8,11,15,	75-150	D	5pflhv1egg6ttp5/Drop%20The%20Bounce.mp3	91.198	15	
340	PP9q1DDi0liP1P00lqIoIbbqo9QqlIqP	Dummy	Dummy	RAM	11	2,4,7,10,,4,7,11,	175	D	oarh2nyycpk2pi4/Dummy.mp3	23.32	15	
341	QDP0i688bQi1Idqil1dOqDdPdoIPP6Q0	DXY!	DXY!	TaQ	4	5,6,9,12,,6,9,12,	148	D	xts77jznet2as70/DXY%21.mp3	79.457	15	
342	1QIPID18qib8D9Oo9lOo8I6DPi9qiod6	DYNAMITE RAVE	DYNAMITE RAVE	NAOKI	2	3,6,10,12,12,6,7,11,12	150	D	hezg2rfdqsh1ptu/DYNAMITE%20RAVE.mp3	40.79	15	
343	dd8loQPD0I86DiIql8b8o9qbO8l0d9Q9	DYNAMITE RAVE ("AIR" Special)	DYNAMITE RAVE (AIR Special)	NAOKI	9	,,,,8,,,,9	150	D	u8dzgum2a5prbtp/DYNAMITE%20RAVE%20%28AIR%20Special%29.mp3	40.79	15	
344	iQo0QOoI6bOPQlbb9ldOo9lbdD1idiOO	D2R	D2R	NAOKI	6	3,4,7,11,,4,8,11,	160	D	9ieag5l8en9rb2a/D2R.mp3	26.035	15	
345	1O9P1DqQQqObOQPP6Il989qDqi0bQ8Qb	D2R ("FREEZE" Special)	D2R (FREEZE Special)	NAOKI	9	,,,,12,,,,12	160	D	w9whtok1hc2vzmx/D2R%20%28FREEZE%20Special%29.mp3	26.08	15	
346	bPD6ObloQPOOiQb1DbQDdilodiddlIlb	ECSTASY	ECSTASY	d-complex	4	4,5,8,10,,6,8,11,	145	E	o2hxtnwyava5v94/ECSTASY.mp3	14.87	15	
347	Dd6lP00DPqIb0d6iqOdlO08l69l6q1di	ECSTASY (midnight blue mix)	ECSTASY (midnight blue mix)	d-complex	6	,,,,11,,,,11	145	E	0zrnohpibhpzzsz/ECSTASY%20%28midnight%20blue%20mix%29.mp3	28.094	15	
348	9i0q91lPPiO61b9P891O1i86iOP1I08O	EGOISM 440	EGOISM 440	U1 High-Speed	14	9,10,13,18,19,10,14,17,19	55-440	E	cm6t5yyn4gk9fhg/EGOISM%20440.mp3	10.909	15	
349	96Qo1idlD9o8q9qIdiDl18l0O06Qo108	Electric Dance System Music	Electric Dance System Music	U1 overground	15	2,5,10,14,,6,10,14,	140	E	joh2ibxir7u93u6/Electric%20Dance%20System%20Music.mp3	90.931	15	
350	9d0oQdIolIb0Po9b06QOiOP60IQlb8qO	Electrified	Electrified	SySF.	9	3,4,6,10,,5,6,11,	140	E	75eu902aln75xsd/Electrified.mp3	63.44	15	
351	li0IboIqq8qddDP0Oi1Q9i8OPoD88IQl	Electronic or Treat!	Electronic or Treat!	PON	14	3,7,12,15,,7,12,15,	143-190	E	nt3i7x0igur1ti8/Electronic%20or%20Treat%21.mp3	26.842	15	
352	IPi69l86oqdDd8qoll61166D8969869I	Electro Tuned ( the SubS Mix )	Electro Tuned ( the SubS Mix )	TaQ	4	4,6,9,12,,5,9,11,	125	E	b5jox8h6em2ledm/Electro%20Tuned%20%28%20the%20SubS%20Mix%20%29.mp3	65.47	15	
353	OiIOPd80d9PQQIbidO6ObioboO88OD9l	Elemental Creation	Elemental Creation	dj TAKA meets DJ YOSHITAKA	13	8,11,14,17,18,11,14,17,18	106-424	E	xeiza16c5zqyywz/Elemental%20Creation.mp3	10.189	15	
354	b60odbPO1IQd6d0qPIi1dQODq16i9811	Elysium	Elysium	nc ft. NRG Factory	14	1,5,8,11,13,5,8,11,13	145	E	hmi6523cwo1nbfr/Elysium.mp3	54.621	15	
355	OdlOPPblPlbbldOdqblI06Dd1q00PPo9	Emera	Emera	PON	15	3,6,11,15,17,7,11,15,18	161	E	32q5gwki2ic1dtd/Emera.mp3	74.467	15	
356	8liDbidQoI6Q01lO9iibIdboIiDl66Qo	e-motion	e-motion	e.o.s	1	2,5,6,8,,6,8,11,	145	E	rxwook7j5nf8amu/e-motion.mp3	27.313	12	
357	1i10oIqlooQbOqO9qiodbIliilP1I06b	Empathetic	Empathetic	Sota÷Des	13	4,7,11,14,,7,11,14,	180	E	o4lr0564vn2epp7/Empathetic.mp3	97.333	15	
358	d8oDqIQOoD6DQoQbOIP9I6DPPOl89lo6	ENDLESS	ENDLESS	FN2(Eurobeat Union)	16	2,6,9,13,,6,9,13,	150	E	of7btk1paiukaex/ENDLESS.mp3	47.381	15	
359	PO9Pl1q896bDDl89qQb98D80DQoPio1I	ENDYMION	ENDYMION	fallen shepherd ft. RabbiTon Strings	15	9,13,15,18,19,13,15,18,19	220-440	E	thmmdqvyojuks5c/ENDYMION.mp3	90.281	15	
360	lb19I8d0DPb88QDQlP616lDqoboli90O	Engraved Mark	Engraved Mark	Ryu☆ ∞ Des-ROW	14	3,8,12,15,,8,13,15,	188	E	np0b1afad63ke6x/Engraved%20Mark.mp3	65.081	15	
361	D81Pq66DQPiQdliqIPl0ioPOi9OlQoQ9	era (nostalmix)	era (nostalmix)	TaQ	3	4,5,8,11,,5,7,11,	90-180	E	b5ecl6bf66tsx88/era%20%28nostalmix%29.mp3	65.333	15	
362	odQbP0bQqD89PolQ96II0PiqQQIddPi6	escape	escape	U1 & Krystal B	13	3,5,8,10,13,5,8,10,14	140	E	c2ridd5qyobxxlj/escape.mp3	51.39	15	
363	qPDQbQ6lOqqbI9Plb6o9lld0ddIP8oiP	esrev:eR	esreveR	TAG meets “eimy”	14	2,5,9,13,,5,9,12,	155	E	mrpzvb81zzywfow/esreveR.mp3	55.743	15	
364	Qb6PqOQO8Qd8i91D018olPiD01PbQ061	Eternal Summer	Eternal Summer	北沢綾香	15	2,6,9,13,,6,9,13,	145	E	ojwf6g8l0lplz2b/Eternal%20Summer.mp3	103.227	15	
365	OqIlb9PQIo0Io90PIQi6q86dO8iP19Oi	ever snow	ever snow	TЁЯRA	12	2,4,8,12,,4,8,11,	145	E	kz8mruh2hl2q2hg/ever%20snow.mp3	55.66	15	
366	61Q6Q8OOiiQIbIi0l6l10qQ0Ii8P0Qb6	Every Day, Every Night(NM STYLE)	Every Day, Every Night (NM STYLE)	LEA DROP feat. Ant Johnston	9	3,4,6,9,,4,7,10,	90	E	ge1fjfq1a2yc8ll/Every%20Day%2C%20Every%20Night%20%28NM%20STYLE%29.mp3	56.01	15	
367	81O10b1Oob9blo0888PQbd1I6bP0b8q9	Everything I Need	Everything I Need	Brooke	13	1,4,6,9,,4,6,9,	50-100	E	w31r2156bpl42ru/Everything%20I%20Need.mp3	50.39	15	
368	iOPbIi1b99819b9QiD8QbdPbq0DqO0DO	exotic ethnic	exotic ethnic	RevenG	5	4,5,8,13,,5,9,13,	190	E	nhppk4whay9pql1/exotic%20ethnic.mp3	21.48	15	
369	9QlqQb9qO008DIPbq8DOlP60P110DPi1	Far east nightbird	Far east nightbird	猫叉Master	15	4,6,10,12,,6,10,13,	180	F	h728nicbbvo9vpb/Far%20east%20nightbird.mp3	87.633	15	
370	bIloQ900Iq01ql6ddP9idIb6iQ11i9D6	Far east nightbird kors k Remix -DDR edit ver-	Far east nightbird kors k Remix -DDR edit ver-	猫叉Master	15	3,7,11,13,,7,11,13,	175	F	6gf10f5cw13c0oy/Far%20east%20nightbird%20kors%20k%20Remix%20-DDR%20edit%20ver-.mp3	68.5	15	
371	8QbqP80q9PI8bbi0qOoiibOQD08OPdli	Fascination ～eternal love mix～	Fascination ~eternal love mix~	2MB	8	9,11,13,16,18,10,13,17,17	100-400	F	qbedzd2c41q18dr/Fascination%20~eternal%20love%20mix~.mp3	11.997	15	
372	O6llIdODQD6oDQ6QiPQDOlob9i8l6qib	Fascination MAXX	Fascination MAXX	100-200-400	8	6,11,13,17,18,10,13,17,18	100-400	F	3g5apnvp7wyofmi/Fascination%20MAXX.mp3	22.202	15	
373	ObIOQ6id8DOdlQlil8819ObqoDQIIoiO	F4SH10N	F4SH10N	aran	16	2,6,10,14,,6,11,14,	140	F	0ibbxsonx7j0mjc/F4SH10N.mp3	77.149	15	
374	98PiPl8P0qlq8dd8P60Iq6dq899lbQDI	Feelings Won't Fade(Extend Trance Mix)	Feelings Won't Fade(Extend Trance Mix)	SySF.	9	4,5,8,12,,5,9,12,	144	F	l8saz0bsttt3i4h/Feelings%20Won%27t%20Fade%28Extend%20Trance%20Mix%29.mp3	68.33	15	
375	DDPPI6IIi0i9looibDbiODoOPOl6ID8i	Feidie	Feidie	A-One feat.Napoleon	17	,,,10,,6,8,10,	150	F	psgnj10f7yqutus/Feidie.mp3	65.572	15	
376	qOdib0OIO1qOdiQiOi9qIiQiO91idbQq	Fever	Fever	Sota F. feat. Carol Gadsden	12	1,4,7,9,,4,6,9,	134	F	uviva65gip3mnx2/Fever.mp3	51.94	15	
377	liiPP608Oqbbb1Do88DPolOlQiq0Di60	Find The Way	Find The Way	nc ft. SAK.	13	3,7,10,12,,6,10,12,	165	F	dbh7k1jgb6glvn5/Find%20The%20Way.mp3	66.55	15	
378	DiqobPO1iliqP6DbQiDodPIPDiQO96dl	Find You Again	Find You Again	The W feat. Rita Boudreau	12	3,5,9,12,,5,8,13,	150	F	2y7z3z84phr46g6/Find%20You%20Again.mp3	74.82	15	
379	PlqI9Q1I6qdqb0IolOl1qP0bOQP0ibPP	FIRE	FIRE	泉 陸奥彦	9	4,5,8,11,,4,8,12,	184	F	pk1jbep25khuuis/FIRE.mp3	56.08	15	
380	0ibD9Oio99IlQ0di916lId0bi08IPD9b	FIRE FIRE	FIRE FIRE	StripE	11	3,5,8,14,,5,8,13,	150	F	zquckjnkdkz4zbb/FIRE%20FIRE.mp3	70.43	15	
381	qqDOddP66Ol1q1IIOb1OPO68DP1ood1i	Firestorm	Firestorm	ETIA.	16	5,8,13,16,,8,13,16,	177	F	oaawcjkzo26dszw/Firestorm.mp3	81.318	15	
382	9Di9ODOOl8PDQiO1O6o8lD16QlI609ob	First Time	First Time	BEMANI Sound Team "Metal Stepper"	15	4,7,11,15,18,7,11,15,18	70-140	F	eshw0wl8sij3ufq/First%20Time.mp3	56.547	15	
383	8ll9P9bOloIqbI0O9PboP9li1iloIPPd	Flight of the Phoenix	Flight of the Phoenix	Jena Rose	10	2,5,7,9,7,4,6,9,7	145	F	iuu2xgn983pi86g/Flight%20of%20the%20Phoenix.mp3	54.62	15	
384	dQD6lbPO66DllOb1i0IoqDqbii0IOQi9	Flourish	Flourish	sonic-coll. feat. frances maya	10	3,5,8,10,,6,8,10,	153	F	pq4uk45bofigo8o/Flourish.mp3	74.6	15	
385	dDOdPQOqD6P68dIOl6O6I8q99Q6dd9Ob	Flow	Flow	Scotty D. revisits U1	8	4,5,9,12,,6,9,11,	140	F	s9erhblzr0apd2l/Flow.mp3	68.563	15	
386	0D096II0i9l0doPlbPQbiPo1IQDDoOP0	Flow (True Style)	Flow (True Style)	Scotty D. revisits U1	8	4,6,9,12,13,6,9,12,14	140-280	F	yzehigx030ml56o/Flow%20%28True%20Style%29.mp3	68.542	15	
387	O111bDqd0oQ1O8IqiIDQq091l1IDO8oI	Flow (Jammin' Ragga Mix)	Flow (Jammin' Ragga Mix)	Scotty D. revisits U1	9	4,5,8,13,,4,7,13,	70-140	F	hx4r2tglp50wpgj/Flow%20%28Jammin%27%20Ragga%20Mix%29.mp3	71.99	15	
388	q08PbOPPbPobob0OII096bP9iil9908D	FLOWER	FLOWER	DJ YOSHITAKA	12	3,7,10,13,15,6,9,13,15	173	F	x6cqhkdw6rzux2q/FLOWER.mp3	51.34	15	
389	d96OiPiOIboqI8o6PIDO8D9qPb9P18il	Fly away	Fly away	ChiyoTia	8	3,4,7,11,,3,8,11,	125	F	yxj8pfvhyups2wm/Fly%20away.mp3	65.256	15	
390	DQI8O1bD9Oi9i90i0DqqOqbll91IiQI1	Fly away -mix del matador-	Fly away -mix del matador-	Shawn the Horny Master feat. ChiyoTia	9	3,5,9,13,,5,9,13,	130	F	xn2ip000aeywh38/Fly%20away%20-mix%20del%20matador-.mp3	46.15	15	
391	Dq8b8DPD06Q8qob8OOiQIlOdD8QQD0q9	Fly far bounce	Fly far bounce	猫叉Master	15	3,6,10,13,,6,10,13,	163	F	8ok3shfbta3n3sa/Fly%20far%20bounce.mp3	73.283	15	
392	ObI1oo6QlO981880DDDOlo8bQobI0I9P	Follow Tomorrow	Follow Tomorrow	HHH×MM×ST	14	2,5,8,11,,5,8,12,	140	F	agwtv5re3no0t29/Follow%20Tomorrow.mp3	66.84	15	
393	Q8Ioq8POo69ol8bPiOPQPq61oqoPo0DO	Forever Sunshine	Forever Sunshine	Chel Y.	8	3,4,7,8,,3,6,8,	128	F	c6wu5y4lbuya2pl/Forever%20Sunshine.mp3	48.876	15	
394	PPddP6OOldodoOPqiId19Pd919OOid61	Freedom	Freedom	BeForU	8	3,5,7,11,,4,7,11,	148	F	c9e5n9ynxszczux/Freedom.mp3	26.285	15	
395	dd8PodO0ilIQQb0P0OQPDiodI9biP91d	Freeway Shuffle	Freeway Shuffle	dj TAKA	9	3,4,8,10,12,5,7,9,12	145	F	znqydrw8zny3vb7/Freeway%20Shuffle.mp3	29.8	15	
396	8l0ld8Oq86P09lb91DdD9OliiPq9oq9D	Freeze	Freeze	nc ft. NRG Factory	11	2,5,8,12,13,5,7,12,13	140	F	k7z3oab83juqtwi/Freeze.mp3	61.73	15	
397	IQ9bDo1dPbIo0ODQiObbQ99iP1bOi8iI	Frozen Ray ～for EXTREME～	Frozen Ray(for EXTREME)	dj TAKA	7	4,5,9,12,,4,8,11,	156	F	ihvnjk0z44spdgc/Frozen%20Ray%28for%20EXTREME%29.mp3	26.153	15	
398	I0Ql0Di1qD6i0Qq1ql0qPb19q0IQ6iO9	FUJIMORI -祭- FESTIVAL	FUJIMORI -Matsuri- FESTIVAL	VENUS	14	3,5,9,12,,5,8,12,	158	F	oaxo6c4gk5uks6f/FUJIMORI%20-Matsuri-%20FESTIVAL.mp3	50.696	15	
399	i6Q00D16PbbQPl19oibiiQ6qQD01D6o8	Funk Boogie	Funk Boogie	Funk Kid feat. KOOL BOYS	8	4,5,4,8,,4,6,8,	127	F	osk4cfng4dxdts7/Funk%20Boogie.mp3	39.657	15	
400	9i6dOd608qb0IlqoDIPb8q1o8q1ddQQd	FUNKY SUMMER BEACH	FUNKY SUMMER BEACH	P*Light	14	3,6,10,14,,6,10,14,	88-175	F	m4kzyaefrah8vjb/FUNKY%20SUMMER%20BEACH.mp3	82.286	15	
401	idIibqoooOlQ1DId8lOidd6il0bdoql8	GAIA	GAIA	猫叉L.E.D.Master+	13	3,10,13,16,,10,13,16,	90-180	G	wo2k66q8h5zgcxg/GAIA.mp3	87.962	15	
402	69qoD0l6olQqqbl09b069q898b600I6o	Gamelan de Couple	Gamelan de Couple	TOMOSUKE	7	3,4,7,12,,5,7,13,	150	G	7zk2g18ybrcq5tl/Gamelan%20de%20Couple.mp3	30.4	15	
403	Dq0Iio09Pb9iD0lbb0I0qd8Q8i10II09	GENOM SCREAMS	GENOM SCREAMS	L.E.D.LIGHT	1	3,6,8,11,,9,11,12,	150	G	p75908yx17ob9fp/GENOM%20SCREAMS.mp3	11.217	15	
404	olIo8PdO8dq16QqDIQboQq6oPqDO9qoo	Get Back Up!	Get Back Up!	NMR runners	12	2,7,9,12,,7,10,12,	155	G	dzpo74ozbc56dbw/Get%20Back%20Up%21.mp3	44.14	15	
405	Pq0Qq0OQqlPDQOld8bddlIDPD89o8bO8	Get On Da Floor	Get On Da Floor	DJ Shimamura	16	2,5,8,11,,4,8,11,	140	G	l5hzpg9sxipqrjk/Get%20On%20Da%20Floor.mp3	49.692	15	
406	b8dqI0Iq60iQPPobiiQ8O6PiIqdodDiQ	GIRIGILI門前雀羅	GIRIGILI Burning 24H!	Cheki-ROWS	9	4,5,7,12,,5,8,12,	148	G	hfvi6hnvk6gjzxk/GIRIGILI%20Burning%2024H%21.mp3	27.57	15	
407	d9llb88lDI1q0QI10P01lqIqlI6QO0Dl	Give Me	Give Me	Relect	16	3,7,12,15,,7,12,16,	174	G	swxsjmizwsvf4wg/Give%20Me.mp3	37.24	15	
408	9IdoP1ld9098PI90QQ6bP0Idl1ibo80D	Glitch Angel	Glitch Angel	lapix	16	5,8,13,17,,8,13,17,	165	G	j0y0hxf9xkkaa3t/Glitch%20Angel.mp3	82.92	15	
409	11dQb0qIdbO098ObDqOQQ8Ili9Il0lOd	Go For The Top	Go For The Top	U1 overground	12	6,8,12,15,18,8,11,15,18	74-180	G	n62ayy1xri4lk36/Go%20For%20The%20Top.mp3	14.01	14	
410	DPo0bi8Dibli118P6D981oQIPPQI01lo	Go↓Go↑Girls&Boys!	Go Go Girls&Boys!	松下feat.Sota & wac	14	3,5,8,11,,5,8,11,	158	G	sn88mm3tyx86qv1/Go%20Go%20Girls%26Boys%21.mp3	37.972	15	
411	dqPDQ8Pb68iib8bIIPld10Q0oD8l600o	going up	going up	colors	11	3,7,10,12,11,7,11,13,12	212	G	ix3lub1u3gjbn2h/going%20up.mp3	58.86	15	
412	dIdDQD1Q8oPQ90Q1DPbiQI661qD9oi6I	Golden Arrow	Golden Arrow	Zekk	16	4,8,12,16,,8,12,16,	170	G	ey3i6nxh2xq3fwf/Golden%20Arrow.mp3	76.255	15	
413	ib8o1iD68il66olQ1lddIPi0lIb9dd1I	GOLD RUSH	GOLD RUSH	DJ YOSHITAKA-G feat.Michael a la Mode	11	2,5,8,12,,6,7,13,	162	G	2ss212hxctliijf/GOLD%20RUSH.mp3	13.84	15	
414	b0Po680ibI600ObOi6qqidI06oqo0Olq	GORGEOUS 2012	GORGEOUS 2012	THE SURRENDERS	8	4,3,8,10,,5,7,11,	135	G	4jjycarxh5y2m1l/GORGEOUS%202012.mp3	49.774	15	
415	lqOQbO0ql96IdDdD689o9PI1iI8Q1Ibi	Gotta Dance	Gotta Dance	NAOKI feat. Aleisha G	11	2,3,6,10,,5,7,11,	145	G	gm2c8k3w0fp10s3/Gotta%20Dance.mp3	66.21	15	
416	q6qI6llb69D1IQq0OiP8OD06Qioob91Q	GRADIUSIC CYBER ～AMD G5 MIX～	GRADIUSIC CYBER ~AMD G5 MIX~	BIG-O feat. TAKA	2	3,8,10,13,,9,11,13,	160	G	z52e85uzesag3zf/GRADIUSIC%20CYBER%20~AMD%20G5%20MIX~.mp3	51	15	
417	10oQOoD00O1ql8qD88dI0i0biP69blq6	GRADUATION ～それぞれの明日～	GRADUATION	BeForU	7	2,3,7,9,,3,7,9,	125	G	uh6qosc197larhz/GRADUATION.mp3	31.928	15	
418	Ib01P6O8OPl8qqQi9QO6dii18ID69I8P	Grand Chariot	Grand Chariot	xi	15	3,7,11,13,,7,11,13,	191	G	iie4v414aaz56ud/Grand%20Chariot.mp3	95.486	15	
419	I90bd6obO890P0d1iiPD0dol8o8QloQD	Grip & Break down !!	Grip & Break down !!	SOUND HOLIC feat. Nana Takahashi	15	3,6,9,12,,5,10,13,	160	G	se61thnel8agdg1/Grip%20%26%20Break%20down%20%21%21.mp3	51.052	15	
420	890q91iIbO96OOD10Qlob6qOObQoq1bd	Habibe (Antuh muhleke)	Habibe(Antuh muhleke)	Wendy Parr	14	3,5,10,13,,6,11,13,	144	H	sqvevzfbvkyue8k/Habibe%28Antuh%20muhleke%29.mp3	65	15	
421	l6qQi9qlO8diPd18dl6DdqPid01P91iQ	Ha･lle･lu･jah	Ha-lle-lu-jah	SOUND HOLIC feat. Nana Takahashi	15	1,5,9,12,,4,9,12,	150	H	uazxg6ieah5hlug/Ha-lle-lu-jah.mp3	61.578	15	
422	8OIqIi996QI18Oo0q8iiiO8bbb6dI1l6	HANDS UP IN THE AIR	HANDS UP IN THE AIR	U1	15	1,5,9,13,,5,9,13,	128	H	mpmpxa2481mmj3y/HANDS%20UP%20IN%20THE%20AIR.mp3	84.395	15	
423	9OP0iqDD8PDIb8lblD0ol09oP1I1d9PO	Happy	Happy	Pharrell Williams	15	3,5,9,12,,6,8,13,	160	H	xshv6mykmtqymlp/Happy.mp3	26.066	15	
424	8DdIqobi0liOPDO1qld6lQ9Dq00I66qi	HAPPY☆ANGEL	HAPPY ANGEL	jun with TAHIRIH	8	4,4,8,12,,3,8,11,	180	H	7anv0ucqx358s97/HAPPY%20ANGEL.mp3	31.173	15	
425	ol6IDd019O0qq8dblPQ96ol1oPbI990b	HAPPY☆LUCKY☆YEAPPY	HAPPY LUCKY YEAPPY	DJ ミラクル☆ストーン	14	6,10,13,16,,9,13,16,	190-380	H	6qwfwa316sqcdab/HAPPY%20LUCKY%20YEAPPY.mp3	61.895	15	
426	oo8DId90dbDliiQQlQPQQoIq6lPliqo9	Happy Wedding	Happy Wedding	ASKA	7	3,4,6,10,,5,6,9,	126	H	c4tlfq5fg15hi7e/Happy%20Wedding.mp3	47.633	15	
427	POl689q8ODbPI0PDo8l8oD81Plio8qlP	Haunted Rhapsody	Haunted Rhapsody	Architect ft. Jasmine Nii	12	2,5,7,13,,4,7,13,	155	H	2j2qrb54sbggv2v/Haunted%20Rhapsody.mp3	66.6	15	
428	lIlQ8DbPP6Iil1DOlQ6d8IPQblDQ8IiI	HAVE YOU NEVER BEEN MELLOW (20th Anniversary Mix)	HAVE YOU NEVER BEEN MELLOW (20th Anniversary Mix)	nc ft. Kanae Jasmine Asaba	16	2,4,7,11,,4,7,10,	130	H	y10l9zs1gl03n42/HAVE%20YOU%20NEVER%20BEEN%20MELLOW%20%2820th%20Anniversary%20Mix%29.mp3	66.891	15	
429	109P1iO9i6q1q0bdQobiodQDoD619dqd	Healing-D-Vision	Healing-D-Vision	DE-STRAD	8	6,9,12,14,18,9,13,15,18	180-360	H	nps3gn2trccmame/Healing-D-Vision.mp3	70.667	15	
430	qIDI69oIo8OlQqdqqDilI1do6IbP16Q6	Healing Vision	Healing Vision	DE-SIRE	4	4,5,7,11,,4,8,13,	49-196	H	2vv5uyydmwgi8xp/Healing%20Vision.mp3	79.603	15	
431	0D1618DDbol8bl9dP0lDdiD66ioIiidD	Healing Vision(X-Special)	Healing Vision(X-Special)	DE-SIRE	10	,,,,14,,,,15	49-196	H	nsvp4jl49ysxa8h/Healing%20Vision%28X-Special%29.mp3	79.61	15	
432	olQQ8QPPqqObDD9ooodOl9i9od8b06I9	Healing Vision ～Angelic mix～	Healing Vision~Angelic mix~	2MB	5	5,7,11,13,,8,10,14,	46-196	H	nhfvlhrue62tfcl/Healing%20Vision~Angelic%20mix~.mp3	39.18	15	
433	1l8ibdlb0O0q00o6l9Pq1ibdbIQqqOb1	HEART BEAT FORMULA	HEART BEAT FORMULA	TAG	12	4,7,10,13,,7,10,13,	230	H	bwo3wwu5tchi24o/HEART%20BEAT%20FORMULA.mp3	46.44	15	
434	qObI8DOldoqob8OQD6Dqdiob0dIb0ll9	HEART BEAT FORMULA (Vinyl Mix)	HEART BEAT FORMULA (Vinyl Mix)	TAG (Realtime Remix by U1)	14	4,8,11,13,,8,11,14,	115	H	5evz49pldnmuh4c/HEART%20BEAT%20FORMULA%20%28Vinyl%20Mix%29.mp3	26.727	15	
435	iq6QI06oQlloO9Db9dbI8IDoi91dD8d9	HEARTBREAK (Sound Selektaz remix)	HEARTBREAK (Sound Selektaz remix)	NAOKI ft. Becca Hossany	12	1,4,6,10,,4,6,11,	148	H	gogudbr182da6vb/HEARTBREAK%20%28Sound%20Selektaz%20remix%29.mp3	64.48	15	
436	lIPP90Ilqib08Obob9901PiP19OQ18P9	Heatstroke	Heatstroke	TAG feat. Angie Lee	11	2,6,8,10,8,6,8,10,8	140	H	fjwu6di576xmxpv/Heatstroke.mp3	70.3	15	
437	oDlO8QQOQ68IO61q9PQd800QiOll1odI	Heaven is a '57 metallic gray ～gimmix～	Heaven is a '57 metallic gray ~gimmix~	Hiro feat.Sweet little 30's	7	4,5,7,12,,5,7,13,	190	H	31iegqxnzad0cmt/Heaven%20is%20a%20%2757%20metallic%20gray%20~gimmix~.mp3	13.586	15	
